0 J  Abeygunasekera, A.W.J.C.; Bandara, W.; Wynn, M.; Yigitbasioglu, O.  Nexus between business process management (BPM) and accounting Business Process Management Journal  English  <jats:sec> <jats:title content-type="abstract-subheading">Purpose</jats:title> <jats:p>Multidisciplinary business process management (BPM) research can reap significant impact. We can particularly benefit from incorporating accounting concepts to address some of the key BPM challenges, such as value-creation and return on investment of BPM activities. However, research which addresses a relationship between BPM and accounting is scarce. The purpose of this paper is to provide a detailed synthesis of the current literature that has integrated accounting aspects with BPM. The authors profile and thematically describe existing research, and derive evidence-based directions to guide future research.</jats:p> </jats:sec> <jats:sec> <jats:title content-type="abstract-subheading">Design/methodology/approach</jats:title> <jats:p>A multi-staged structured literature review approach to search for the two broad themes, accounting and BPM, supported by NVivo (to manage the papers and the coding and analysis processes) was designed and followed.</jats:p> </jats:sec> <jats:sec> <jats:title content-type="abstract-subheading">Findings</jats:title> <jats:p>The paper confirms the dearth of work that ties the two disciplines, despite the synergetic multidisciplinary results that can be attained. Available literature is mostly from the management accounting perspective and relates to describing how performance management, in particular performance measurement, can be applicable to process improvement initiatives together with tools such as activity-based costing and the balanced scorecard. There is a lack of research that examines BPM in relation to any financial accounting perspectives (such as external reporting). Future research directions are proposed together with implications for practitioners with the findings of this structured literature review.</jats:p> </jats:sec> <jats:sec> <jats:title content-type="abstract-subheading">Research limitations/implications</jats:title> <jats:p>The paper provides a detailed synthesis of the existing literature on the nexus between accounting and BPM. It summarizes the implications for practitioners and provides directions for future research by identifying key gaps and opportunities with a sound contextual basis for extension and new work.</jats:p> </jats:sec> <jats:sec> <jats:title content-type="abstract-subheading">Originality/value</jats:title> <jats:p>Effective literature reviews create strong foundations for future research and accumulate the otherwise scattered knowledge into a single place. This is the first structured literature review that provides a detailed synthesis of the research that ties together the accounting and BPM disciplines, providing a basis for future research directions together with implications for practitioners.</jats:p> </jats:sec> An affiliation   An affiliation  2018 10.1108/BPMJ-12-2016-0235  7 Accounting; Activity-based costing; Balanced scorecard; Business process management; Performance measurement; Structured literature review  Taking a strategic view of BPR to develop a multidisciplinary framework, 1999, 10.1057/palgrave.jors.2600710; Cost management system: an operational overview, 1998, 10.1108/03074359810765336; 2013; Process improvement through performance measurement: the balanced scorecard methodology, 2001, 10.1108/EUM0000000005677; 2015; Activity-based costing as a tool for process improvement evaluations, 2000, 10.1061/(ASCE)0742-597X(2000)16:2(48); Achieving rigour in literature reviews: insights from qualitative data analysis and tool-support, 2015; 2001; Delivering business strategy through process management, 2010; The dynamics of accounting change Inter-play between new practices, routines, institutions, power and politics, 2000, 10.1108/09513570010353710; An institutional perspective of accountants’ new roles – the interplay of contradictions and praxis, 2005, 10.1080/09638180500194171; An activity-based costing approach for detecting inefficiencies of healthcare processes, 2015, 10.1108/BPMJ-11-2013-0144; An integrated multidimensional process improvement methodology for manufacturing systems, 2003, 10.1016/S0360-8352(03)00002-0; Integrative strategic performance measurement systems, strategic alignment of manufacturing, learning and strategic outcomes: an exploratory study, 2005, 10.1016/j.aos.2004.08.001; Medication errors, handoff processes and information quality, 2013, 10.1108/14637151311308286; Are PMS meeting the measurement needs of BPM? A literature review, 2013, 10.1108/14637151311319941; 1988; Business process portfolio selection in re-engineering projects, 2013, 10.1108/BPMJ-08-2011-0052; Overloaded overheads: activity-based cost analysis of material handling in cell manufacturing, 1991, 10.1016/0272-6963(91)90038-Y; 1993; 1996; Process-improvement cost model for the emergency department/PRACTITIONER, 2015, 10.1097/00115514-201511000-00011; The design and use of performance management systems: an extended framework for analysis, 2009, 10.1016/j.mar.2009.07.003; Lean manufacturing and firm performance: the incremental contribution of lean management accounting practices, 2014, 10.1016/j.jom.2014.09.002; Importance of literature profiling: an archival analysis with illustrative examples for IS researchers, 2015; Management accounting system design in manufacturing departments: an empirical investigation using a multiple contingencies approach, 2005; Effort based performance measurement in business process management, 2011, 10.1002/kpm.364; Handoff processes, information quality and patient safety, 2013, 10.1108/14637151311294877; Process improvement within a HR division at a UK police force, 2004, 10.1108/01443570410519015; Influence of strategic approach to BPM on financial and non-financial performance, 2012, 10.1108/17465261211272148; Development and validation of business process reengineering (BPR) variables: a survey research in Slovenian companies, 2007; Linkages between manufacturing strategy, benchmarking, performance measurement and business process reengineering, 2009, 10.1016/j.cie.2009.03.015; 2010; 2014; Business process reengineering at pacific bell, 1993, 10.1108/eb054417; How business process reengineering affects information technology investment and employee performance under different performance measurement, 2015, 10.1007/s10796-014-9487-4; Business process management as competitive advantage: a review and empirical study, 2006, 10.1080/14783360500249836; The balanced scorecard-measures that drive performance, 1992; 1996; Measuring & managing the cost of governmental services: a case for time-driven activity-based costing, 2012; Enabling BPR in maintenance through a performance measurement system framework, 2002, 10.1023/A:1013870802492; The role of performance measurement in business process re-engineering, 2000, 10.1108/01443570010353086; Research opportunities in business process management and performance measurement from a constructivist view, 2016, 10.1002/kpm.1495; A business process activity model and performance measurement using a time series ARIMA intervention analysis, 2009; A systems approach to conduct an effective literature review in support of information systems research, 2006; A model for extending lean/six sigma for business process improvement within financial reporting environments, 2011; The REA accounting model: a generalized framework for accounting systems in a shared data environment, 1982; 2011; Business process management – are you ready for the future?, 2012, 10.1002/kpm.1388; A framework for rigorously identifying research gaps in qualitative literature reviews, 2015; Influence of institutional pressures on performance measurement systems, 2016, 10.1108/JAOC-09-2014-0051; Performance measurement system design: a literature review and research agenda, 1995, 10.1108/01443579510083622; Towards green business process reengineering, 2011; Management of information systems: insights from accounting research, 2006, 10.1016/j.im.2006.10.001; Extending the boundaries of management accounting research: developing systems for performance management, 2001, 10.1006/bare.2001.0168; Promotion and evolution of sustainability performance measurement systems from a perspective of business process management, 2015, 10.1108/BPMJ-10-2013-0139; 2012; Suggestions for the next wave of BPM research: strengthening the theoretical core and exploring the protective belt, 2014; An activity based management methodology for evaluating business processes for environmental sustainability, 2006, 10.1108/14637150610710918; Time-relevant metrics in an era of continuous process improvement: the balanced scorecard revisited, 2013, 10.1080/10686967.2013.11918353; The missing link between BPM and accounting, 2014, 10.1108/BPMJ-12-2012-0136; Industrial innovation and parallel accounting developments, 1995, 10.1016/0166-4972(95)96601-O; 2005; The integration of activity based costing and enterprise modeling for reengineering purposes, 2000, 10.1016/S0925-5273(99)00080-8; Accounting for continuous improvement, 1989; Value-oriented process modeling: integrating financial perspectives into business process re-design, 2010, 10.1108/14637151011035633; Reconstructing the giant: on the importance of rigour in documenting the literature search process, 2009; Supporting performance management with business process management and business intelligence: a case analysis of integration and orchestration, 2013, 10.1016/j.ijinfomgt.2013.03.008; The role of process performance measurement in BPM adoption outcomes in Croatia, 2015; Analyzing the past to prepare for the future: writing a, 2002; Using grounded theory as a method for rigorously reviewing literature, 2013, 10.1057/ejis.2011.51; Business-process management: a proposed framework for future research, 2013; New manufacturing practices-new accounting practices, 1989; 
1 J  Harrison, A; New, C  The role of coherent supply chain strategy and performance management in achieving competitive advantage: an international survey Journal of the Operational Research Society  English  nan An affiliation   An affiliation  2002 10.1057/palgrave.jors.2601193  85 nan nan
2 J  Abeygunasekera, A.W.J.C.; Bandara, W.; Wynn, M.; Yigitbasioglu, O.  Nexus between business process management (BPM) and accounting Business Process Management Journal  English  <jats:sec> <jats:title content-type="abstract-subheading">Purpose</jats:title> <jats:p>Multidisciplinary business process management (BPM) research can reap significant impact. We can particularly benefit from incorporating accounting concepts to address some of the key BPM challenges, such as value-creation and return on investment of BPM activities. However, research which addresses a relationship between BPM and accounting is scarce. The purpose of this paper is to provide a detailed synthesis of the current literature that has integrated accounting aspects with BPM. The authors profile and thematically describe existing research, and derive evidence-based directions to guide future research.</jats:p> </jats:sec> <jats:sec> <jats:title content-type="abstract-subheading">Design/methodology/approach</jats:title> <jats:p>A multi-staged structured literature review approach to search for the two broad themes, accounting and BPM, supported by NVivo (to manage the papers and the coding and analysis processes) was designed and followed.</jats:p> </jats:sec> <jats:sec> <jats:title content-type="abstract-subheading">Findings</jats:title> <jats:p>The paper confirms the dearth of work that ties the two disciplines, despite the synergetic multidisciplinary results that can be attained. Available literature is mostly from the management accounting perspective and relates to describing how performance management, in particular performance measurement, can be applicable to process improvement initiatives together with tools such as activity-based costing and the balanced scorecard. There is a lack of research that examines BPM in relation to any financial accounting perspectives (such as external reporting). Future research directions are proposed together with implications for practitioners with the findings of this structured literature review.</jats:p> </jats:sec> <jats:sec> <jats:title content-type="abstract-subheading">Research limitations/implications</jats:title> <jats:p>The paper provides a detailed synthesis of the existing literature on the nexus between accounting and BPM. It summarizes the implications for practitioners and provides directions for future research by identifying key gaps and opportunities with a sound contextual basis for extension and new work.</jats:p> </jats:sec> <jats:sec> <jats:title content-type="abstract-subheading">Originality/value</jats:title> <jats:p>Effective literature reviews create strong foundations for future research and accumulate the otherwise scattered knowledge into a single place. This is the first structured literature review that provides a detailed synthesis of the research that ties together the accounting and BPM disciplines, providing a basis for future research directions together with implications for practitioners.</jats:p> </jats:sec> An affiliation   An affiliation  2018 10.1108/BPMJ-12-2016-0235  7 Accounting; Activity-based costing; Balanced scorecard; Business process management; Performance measurement; Structured literature review  Taking a strategic view of BPR to develop a multidisciplinary framework, 1999, 10.1057/palgrave.jors.2600710; Cost management system: an operational overview, 1998, 10.1108/03074359810765336; 2013; Process improvement through performance measurement: the balanced scorecard methodology, 2001, 10.1108/EUM0000000005677; 2015; Activity-based costing as a tool for process improvement evaluations, 2000, 10.1061/(ASCE)0742-597X(2000)16:2(48); Achieving rigour in literature reviews: insights from qualitative data analysis and tool-support, 2015; 2001; Delivering business strategy through process management, 2010; The dynamics of accounting change Inter-play between new practices, routines, institutions, power and politics, 2000, 10.1108/09513570010353710; An institutional perspective of accountants’ new roles – the interplay of contradictions and praxis, 2005, 10.1080/09638180500194171; An activity-based costing approach for detecting inefficiencies of healthcare processes, 2015, 10.1108/BPMJ-11-2013-0144; An integrated multidimensional process improvement methodology for manufacturing systems, 2003, 10.1016/S0360-8352(03)00002-0; Integrative strategic performance measurement systems, strategic alignment of manufacturing, learning and strategic outcomes: an exploratory study, 2005, 10.1016/j.aos.2004.08.001; Medication errors, handoff processes and information quality, 2013, 10.1108/14637151311308286; Are PMS meeting the measurement needs of BPM? A literature review, 2013, 10.1108/14637151311319941; 1988; Business process portfolio selection in re-engineering projects, 2013, 10.1108/BPMJ-08-2011-0052; Overloaded overheads: activity-based cost analysis of material handling in cell manufacturing, 1991, 10.1016/0272-6963(91)90038-Y; 1993; 1996; Process-improvement cost model for the emergency department/PRACTITIONER, 2015, 10.1097/00115514-201511000-00011; The design and use of performance management systems: an extended framework for analysis, 2009, 10.1016/j.mar.2009.07.003; Lean manufacturing and firm performance: the incremental contribution of lean management accounting practices, 2014, 10.1016/j.jom.2014.09.002; Importance of literature profiling: an archival analysis with illustrative examples for IS researchers, 2015; Management accounting system design in manufacturing departments: an empirical investigation using a multiple contingencies approach, 2005; Effort based performance measurement in business process management, 2011, 10.1002/kpm.364; Handoff processes, information quality and patient safety, 2013, 10.1108/14637151311294877; Process improvement within a HR division at a UK police force, 2004, 10.1108/01443570410519015; Influence of strategic approach to BPM on financial and non-financial performance, 2012, 10.1108/17465261211272148; Development and validation of business process reengineering (BPR) variables: a survey research in Slovenian companies, 2007; Linkages between manufacturing strategy, benchmarking, performance measurement and business process reengineering, 2009, 10.1016/j.cie.2009.03.015; 2010; 2014; Business process reengineering at pacific bell, 1993, 10.1108/eb054417; How business process reengineering affects information technology investment and employee performance under different performance measurement, 2015, 10.1007/s10796-014-9487-4; Business process management as competitive advantage: a review and empirical study, 2006, 10.1080/14783360500249836; The balanced scorecard-measures that drive performance, 1992; 1996; Measuring & managing the cost of governmental services: a case for time-driven activity-based costing, 2012; Enabling BPR in maintenance through a performance measurement system framework, 2002, 10.1023/A:1013870802492; The role of performance measurement in business process re-engineering, 2000, 10.1108/01443570010353086; Research opportunities in business process management and performance measurement from a constructivist view, 2016, 10.1002/kpm.1495; A business process activity model and performance measurement using a time series ARIMA intervention analysis, 2009; A systems approach to conduct an effective literature review in support of information systems research, 2006; A model for extending lean/six sigma for business process improvement within financial reporting environments, 2011; The REA accounting model: a generalized framework for accounting systems in a shared data environment, 1982; 2011; Business process management – are you ready for the future?, 2012, 10.1002/kpm.1388; A framework for rigorously identifying research gaps in qualitative literature reviews, 2015; Influence of institutional pressures on performance measurement systems, 2016, 10.1108/JAOC-09-2014-0051; Performance measurement system design: a literature review and research agenda, 1995, 10.1108/01443579510083622; Towards green business process reengineering, 2011; Management of information systems: insights from accounting research, 2006, 10.1016/j.im.2006.10.001; Extending the boundaries of management accounting research: developing systems for performance management, 2001, 10.1006/bare.2001.0168; Promotion and evolution of sustainability performance measurement systems from a perspective of business process management, 2015, 10.1108/BPMJ-10-2013-0139; 2012; Suggestions for the next wave of BPM research: strengthening the theoretical core and exploring the protective belt, 2014; An activity based management methodology for evaluating business processes for environmental sustainability, 2006, 10.1108/14637150610710918; Time-relevant metrics in an era of continuous process improvement: the balanced scorecard revisited, 2013, 10.1080/10686967.2013.11918353; The missing link between BPM and accounting, 2014, 10.1108/BPMJ-12-2012-0136; Industrial innovation and parallel accounting developments, 1995, 10.1016/0166-4972(95)96601-O; 2005; The integration of activity based costing and enterprise modeling for reengineering purposes, 2000, 10.1016/S0925-5273(99)00080-8; Accounting for continuous improvement, 1989; Value-oriented process modeling: integrating financial perspectives into business process re-design, 2010, 10.1108/14637151011035633; Reconstructing the giant: on the importance of rigour in documenting the literature search process, 2009; Supporting performance management with business process management and business intelligence: a case analysis of integration and orchestration, 2013, 10.1016/j.ijinfomgt.2013.03.008; The role of process performance measurement in BPM adoption outcomes in Croatia, 2015; Analyzing the past to prepare for the future: writing a, 2002; Using grounded theory as a method for rigorously reviewing literature, 2013, 10.1057/ejis.2011.51; Business-process management: a proposed framework for future research, 2013; New manufacturing practices-new accounting practices, 1989; 
