item,count,f
"ACCOUNTING",1,100.00
"BPM",1,100.00
"BUSINESS",1,100.00
"DIRECTIONS",1,100.00
"FUTURE",1,100.00
"LITERATURE",1,100.00
"MANAGEMENT",1,100.00
"NEXUS",1,100.00
"PROCESS",1,100.00
"RESEARCH",1,100.00
"REVIEW",1,100.00
