192	192	2016
193	193	2016
194	194	2017
195	195	2022
196	196	2011
197	197	2009
198	198	2023
199	199	2023
200	200	2024
201	201	2022
202	202	2008
203	203	2008
204	204	2008
205	205	2015
206	206	2021
207	207	2024
208	208	2017
209	209	2017
210	210	2015
211	211	2022
212	212	2019
213	213	2020
214	214	2016
215	215	2022
216	216	2024
217	217	2017
218	218	2021
219	219	2004
220	220	2017
221	221	2019
222	222	2018
223	223	2024
224	224	2023
225	225	2019
226	226	2018
227	227	2016
228	228	2008
229	229	2009
230	230	2023
231	231	2024
232	232	2021
233	233	2023
234	234	2015
235	235	2021
236	236	2008
237	237	2005
238	238	2007
239	239	2017
240	240	2005
241	241	2008
242	242	2018
243	243	2019
244	244	2016
245	245	2016
246	246	2018
247	247	2015
248	248	2017
249	249	2019
250	250	2020
251	251	1999
252	252	2023
253	253	2011
254	254	2022
255	255	2019
256	256	2015
257	257	2019
258	258	2020
259	259	1999
260	260	2019
261	261	2001
262	262	2004
263	263	2024
264	264	2013
265	265	2022
266	266	2014
267	267	2013
268	268	2007
269	269	2021
270	270	2009
271	271	2008
272	272	2024
273	273	2014
274	274	2023
275	275	2012
276	276	2017
277	277	2016
278	278	2010
279	279	2009
280	280	2007
281	281	2020
282	282	2024
283	283	2022
284	284	2011
285	285	2002
286	286	2020
287	287	2008
288	288	2016
289	289	2023
290	290	2019
291	291	2024
292	292	2006
293	293	2012
294	294	2020
295	295	2020
296	296	2023
297	297	2009
298	298	2023
299	299	2017
300	300	2013
301	301	2016
302	302	2023
303	303	2013
304	304	2019
305	305	2018
306	306	2014
307	307	2013
308	308	1999
309	309	2013
310	310	2009
311	311	2015
312	312	2013
313	313	2016
314	314	2006
315	315	2014
316	316	2016
317	317	2002
318	318	2022
319	319	2016
320	320	2021
321	321	2024
322	322	2023
323	323	2006
324	324	2007
325	325	2014
326	326	2011
327	327	2011
328	328	2025
329	329	2010
330	330	2006
331	331	2013
332	332	2018
333	333	2011
334	334	2007
335	335	2010
336	336	2009
337	337	2016
338	338	2008
339	339	2012
340	340	2016
341	341	2007
342	342	2012
343	343	2007
344	344	2018
345	345	2019
346	346	2009
347	347	2019
348	348	2011
349	349	2021
350	350	1996
351	351	2022
352	352	2023
353	353	2017
354	354	2025
355	355	2019
356	356	2000
357	357	2022
358	358	2025
359	359	2019
360	360	2012
361	361	2013
362	362	2009
363	363	2011
364	364	2007
365	365	2007
366	366	2023
367	367	2010
368	368	2019
369	369	2024
370	370	2022
371	371	2017
372	372	2010
373	373	2001
374	374	2019
375	375	2016
376	376	2017
377	377	2012
378	378	2025
379	379	2009
380	380	2014
381	381	2018
382	382	2008
383	383	2018
384	384	2019
385	385	2014
386	386	2015
387	387	2011
388	388	2014
389	389	2020
390	390	2020
391	391	2013
392	392	2014
393	393	2018
394	394	2016
395	395	2024
396	396	2010
397	397	2005
398	398	2013
399	399	2017
400	400	2008
401	401	2005
402	402	2022
403	403	2005
404	404	2022
405	405	2012
406	406	2010
407	407	2010
408	408	2013
409	409	2020
410	410	2018
411	411	2016
412	412	2016
413	413	2023
414	414	2024
415	415	2022
416	416	2013
417	417	2011
418	418	2023
419	419	2014
420	420	2000
421	421	2007
422	422	2023
423	423	2023
424	424	2023
425	425	2017
426	426	2024
427	427	1998
428	428	1995
429	429	2021
430	430	2012
431	431	2022
432	432	2014
433	433	2017
434	434	2020
435	435	2003
436	436	2011
437	437	2011
438	438	2019
439	439	2021
440	440	2007
441	441	2004
442	442	2011
443	443	2017
444	444	2006
445	445	2004
446	446	2006
447	447	1988
448	448	2017
449	449	2016
450	450	2022
451	451	2011
452	452	2019
453	453	2018
454	454	2018
455	455	2016
456	456	2013
457	457	2006
458	458	2008
459	459	2012
460	460	2016
461	461	2012
462	462	2000
463	463	2018
464	464	2015
465	465	2009
466	466	2023
467	467	2024
468	468	2010
469	469	2014
470	470	2024
471	471	1984
472	472	2007
473	473	2024
474	474	2022
475	475	2008
476	476	2020
477	477	2016
478	478	2023
479	479	2011
480	480	2018
481	481	2010
482	482	2023
483	483	2014
484	484	2022
485	485	2017
486	486	2016
487	487	2019
488	488	2024
489	489	2011
490	490	2012
491	491	2020
492	492	2021
493	493	2005
494	494	2015
495	495	2018
496	496	2011
497	497	2007
498	498	2012
499	499	2014
500	500	2021
501	501	2007
502	502	2017
503	503	2024
504	504	2022
505	505	2009
506	506	2015
507	507	2018
508	508	1979
509	509	2021
510	510	2016
511	511	2019
512	512	2017
513	513	2005
514	514	2013
515	515	2019
516	516	2011
517	517	2010
518	518	2011
519	519	2011
520	520	2012
521	521	2010
522	522	2012
523	523	2013
524	524	2010
525	525	2017
526	526	2014
527	527	2023
528	528	2015
529	529	2014
530	530	2011
531	531	2013
532	532	2019
533	533	2009
534	534	2011
535	535	2008
536	536	2022
537	537	2024
538	538	2022
539	539	2022
540	540	2008
541	541	2012
542	542	2023
543	543	2006
544	544	2020
545	545	2017
546	546	2021
547	547	2015
548	548	2019
549	549	2022
550	550	2017
551	551	2006
552	552	2019
553	553	2014
554	554	2023
555	555	2022
556	556	2024
557	557	2008
558	558	2006
559	559	2013
560	560	2018
561	561	2011
562	562	2009
563	563	2011
564	564	2008
565	565	2014
566	566	2016
567	567	2017
568	568	2017
569	569	2018
570	570	2017
571	571	2024
572	572	2024
573	573	2023
574	574	2024
575	575	2024
576	576	2018
577	577	2022
