item,count,f
"ACCOUNTING",1,100.00
"ACTIVITY-BASED COSTING",1,100.00
"BALANCED SCORECARD",1,100.00
"BUSINESS PROCESS MANAGEMENT",1,100.00
"PERFORMANCE MEASUREMENT",1,100.00
"STRUCTURED LITERATURE REVIEW",1,100.00
