item,count,f
"Stefanovic, 2002, 10.1109/69.895803",1,0.13
"Stefanovic, 2011, 10.4018/978-1-60566-808-6.ch003",1,0.13
"Steiners, 2011, 10.1007/978-3-322-81893-5",1,0.13
"Stewart, 2003, 10.1016/s0926-5805(03)00006-2",1,0.13
"Stewart, 2012, 10.4135/9781412991841",1,0.13
"Stojanović, 2017, 10.1080/1331677x.2017.1355256",1,0.13
"Stol, 2011, 10.1016/j.infsof.2011.06.007",1,0.13
"Suematsu, 2014, 10.1007/978-3-319-06889-3",1,0.13
"Sungur, 2013, 10.1109/cbi.2013.24",1,0.13
"Svatoš, 2016, 10.1007/978-3-319-45321-7_5",1,0.13
"TOWILL, 2007, 10.1080/09511929108944496",1,0.13
"Tagliabue, 2016, 10.1016/j.enbuild.2016.06.083",1,0.13
"Taticchi, 2009, 10.1108/13683040911006783",1,0.13
"Teng, 2012, 10.2307/41165753",1,0.13
"Thabet, 2018, 10.1007/978-3-319-99954-8_36",1,0.13
"Thompson, 2004, 10.1016/j.ejor.2004.03.048",1,0.13
"Town, 2002, 10.1108/14684520210432459",1,0.13
"Trencher, 2018, 10.1016/j.techfore.2018.07.033",1,0.13
"Tripathi, 2009, 10.4304/jcp.3.1.24-31",1,0.13
"Trkman, 2009, 10.1016/j.ijinfomgt.2009.07.003",1,0.13
"Tseng, 2014, 10.1016/j.ijpe.2014.04.009",1,0.13
"Tsirukis, 2005, 10.1007/bf02023177",1,0.13
"Turner, 2011, 10.4128/9781606492345",1,0.13
"Unger, 2008, 10.1109/edoc.2008.29",1,0.13
"Uschold, 2009, 10.1017/s0269888900007797",1,0.13
"Vakola, 2007, 10.1108/14637150010325453",1,0.13
"Valiente, 2011, 10.1016/j.knosys.2011.12.003",1,0.13
"Van Der Zee, 2015, 10.1080/07421222.1999.11518249",1,0.13
"Venables, 2012, 10.1177/154193120404800120",1,0.13
"Vinoski, 2003, 10.1109/mic.2002.1067742",1,0.13
"Vogl, 2016, 10.1007/s10845-016-1228-8",1,0.13
"Vukšić, 2013, 10.1016/j.ijinfomgt.2013.03.008",1,0.13
"Walicki, 2011, 10.1016/j.datak.2011.05.003",1,0.13
"Walmsley, 2019, 10.1111/ijsa.12223",1,0.13
"Wand, 2008, 10.1111/j.1365-2575.1993.tb00127.x",1,0.13
"Wang, 2019, 10.1111/poms.13024",1,0.13
"Wang, 2021, 10.1111/poms.13356",1,0.13
"Watson, 2017, 10.2307/20721413",1,0.13
"Weber, 2010, 10.1007/s10619-010-7060-9",1,0.13
"Weske, 2004, 10.1016/j.datak.2004.01.001",1,0.13
"White, 2012, 10.1108/17410401211249175",1,0.13
"Willmott, 2007, 10.3354/cr030079",1,0.13
"Wisner, 2006, 10.1111/j.1745-493x.2000.tb00084.x",1,0.13
"Witten, 2011, 10.1016/b978-0-12-374856-0.00001-8",1,0.13
"Wong, 2015, 10.1016/j.autcon.2015.06.003",1,0.13
"Wu, 2007, 10.1109/soca.2007.6",1,0.13
"Xu, 2008, 10.1007/978-3-540-85758-7_18",1,0.13
"Xu, 2011, 10.1007/978-3-642-25109-2_17",1,0.13
"Yahya, 2015, 10.5220/0005526501830190",1,0.13
"Yahya-Zadeh, 2016, 10.19030/jabr.v14i4.5650",1,0.13
"Yang, 2006, 10.1002/nav.20188",1,0.13
"Yang, 2008, 10.1057/palgrave.jors.2602619",1,0.13
"Yang, 2014, 10.1145/2588555.2595631",1,0.13
"Yu, 2010, 10.1007/11545163_16",1,0.13
"Zachman, 2010, 10.1147/sj.263.0276",1,0.13
"Zairi, 2002, 10.1108/14637159710161585",1,0.13
"Zairi, 2011, 10.1007/978-94-011-1302-1",1,0.13
"Zhang, 2012, 10.1080/17517575.2012.747002",1,0.13
"Zhou, 2022, 10.1016/j.eswa.2022.117641",1,0.13
"Zhu, 2010, 10.1088/0964-1726/19/5/055011",1,0.13
"Zhu, 2021, 10.1016/j.ress.2021.107951",1,0.13
"Zimmermann, 2002, 10.1080/00207540010004287",1,0.13
"Zimoch, 2019, 10.1007/978-3-030-11641-5_11",1,0.13
"de Vaus, 2014, 10.4135/9781446263495",1,0.13
"del-Río-Ortega, 2012, 10.1007/978-3-642-32885-5_18",1,0.13
"del-Río-Ortega, 2014, 10.1080/17517575.2013.867543",1,0.13
"van Zelst, 2017, 10.1007/s10115-017-1060-2",1,0.13
"van der Aalst, 2006, 10.1016/j.is.2006.05.003",1,0.13
"van der Aalst, 2013, 10.1155/2013/507984",1,0.13
"van der Aalst, 2016, 10.1007/s12599-015-0409-x",1,0.13
"vom Brocke, 2011, 10.1108/14637151111122383",1,0.13
"Ünlü, 2019, 10.1016/j.eswa.2019.01.074",1,0.13
"Štěpánek, 2012, 10.1016/j.sbspro.2012.06.619",1,0.13
